"unique_ID","long_cite","short_cite","contributor","study_num","condition","response_mode","procedure","method","dependent_measure","between_participant","same_infant","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","x_dif","SD_1","SD_2","t","F","d","d_var","corr","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","mean_vocab","dependent_measure_2","dependent_measure_2_x_diff","dependent_measure_2_SD_1","dependent_measure_2_SD_2","n_excluded_fussers","n_excluded_non_criterion","exclusion_criteria","nativeness","contrast_pseudoIPA","contrast_sampa","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","stimuli_notes","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","frequency_1","frequency_2","frequency_source","object_type","object_no","object_motion_word_coordination","object_motion","method_notes","results_extra","MSDapprox","general_notes","same_infant_number","dataset","response_mode_procedure","mean_age","n"
"Phan2008","Phan, J., & Houston, D. M. (2008). Infant Dialect Discrimination. Research on spoken language processing Progress Report No. 29.","Phan & Houston (2008)","ac","exp1",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","English","standard",NA,NA,20,NA,205.6392,NA,NA,NA,0.92,1.38,2.18,2.19,NA,0.4942592875,NA,NA,52.9308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unusual","pain-pa:n[southern]_","pain-pa:n[southern]_","not_looked_up",1,0,2,0,0,0,0,"comments_F: F's to the right are averages over 2 tokens and represent values at one third and two thirds of the vowel; first dur is pa:n[southern]; second dur is pain ; F1/F2/F3.1: pa:n[southern] 989-921/1707-1752; F1/F2/F3.2: pain 719-607/1617-2069; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: single talker produced words in both dialects; F's to the right are averages over 2 tokens and represent values at one third and two thirds of the vowel; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",989,1707,719,1617,689,698.5,364,342.5,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:50;proportion.same.change:0.285714285714286;max.trial.duration:20000;nb.tokens.trial:1;visual.stim:checkerboard;size.in:55;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:3;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:14;CF.testDetails:10 ""same"" which contained repetitions of the habituation token mixed in with another token of the same type; and 4 oddballs/switch trials which contained the habituation token interspersed with a token of the untrained type; the first 2 trials were always 1 same 1 oddball with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",25,"Phonemic discrimination","eye-tracking: habituation",205.6392,20
"Phan2008","Phan, J., & Houston, D. M. (2008). Infant Dialect Discrimination. Research on spoken language processing Progress Report No. 29.","Phan & Houston (2008)","ac","exp1",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","English","standard",NA,NA,20,NA,341.0082,NA,NA,NA,-0.05,1.75,2.3,-0.08,NA,-0.02398068189,NA,NA,46.8468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unusual","pain-pa:n[southern]_","paIn-pa:n[southern]_","not_looked_up",1,0,2,0,0,0,0,"comments_F: F's to the right are averages over 2 tokens and represent values at one third and two thirds of the vowel; F1/F2/F3.1: pa:n[southern] 989-921/1707-1752; F1/F2/F3.2: pain 719-607/1617-2069; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: single talker produced words in both dialects; F's not reported, but the change in F2 within each vowel was: F2 movement was (410+494)/2 for the northern midland pain, and (45+45)/2 for the southern pa:n; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",989,1707,719,1617,689,698.5,364,342.5,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:50;proportion.same.change:0.285714285714286;max.trial.duration:20000;nb.tokens.trial:1;visual.stim:checkerboard;size.in:55;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:3;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:14;CF.testDetails:10 ""same"" which contained repetitions of the habituation token mixed in with another token of the same type; and 4 oddballs/switch trials which contained the habituation token interspersed with a token of the untrained type; the first 2 trials were always 1 same 1 oddball with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",26,"Phonemic discrimination","eye-tracking: habituation",341.0082,20
"Phan2008","Phan, J., & Houston, D. M. (2008). Infant Dialect Discrimination. Research on spoken language processing Progress Report No. 29.","Phan & Houston (2008)","ac","exp3",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","English","standard",NA,NA,30,NA,334.62,NA,NA,NA,0.43,2.32,3.39,0.95,NA,0.1461136749,NA,NA,55.9728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unusual","pa:n[southern]-pa:n_","pa:n[southern]-pa:n_","pine (Southern) vs. pawn",1,0,0,0,0,0,0,"comments_F: F's to the right are averages over 2 tokens and represent values at one third and two thirds of the vowel; first dur is pa:n[southern] second is pa:n; F1/F2/F3.1: pa:n[southern] 989-921/1707-1752; F1/F2/F3.2: pa:n 966-921/1438-1461; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: single talker produced words in both dialects; F's not reported, but the change in F2 within each vowel was: F2 movement was (410+494)/2 for the northern midland pain, and (45+45)/2 for the southern pa:n; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",989,1707,966,1438,689,784,364,356,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:50;proportion.same.change:0.285714285714286;max.trial.duration:20000;nb.tokens.trial:1;visual.stim:checkerboard;size.in:55;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:3;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:14;CF.testDetails:10 ""same"" which contained repetitions of the habituation token mixed in with another token of the same type; and 4 oddballs/switch trials which contained the habituation token interspersed with a token of the untrained type; the first 2 trials were always 1 same 1 oddball with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",30,"Phonemic discrimination","eye-tracking: habituation",334.62,30
"Phan2008","Phan, J., & Houston, D. M. (2008). Infant Dialect Discrimination. Research on spoken language processing Progress Report No. 29.","Phan & Houston (2008)","ac","exp3",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","English","standard",NA,NA,12,NA,345.267,NA,NA,NA,-0.5,2.18,1.99,-0.89,NA,-0.2312989387,NA,NA,43.8048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"native","pain-pa:n_","paIn-pa:n_","pine (Northern) vs. pawn ",1,0,2,0,0,0,0,"comments_F: F's to the right are averages over 2 tokens and represent values at one third and two thirds of the vowel; F1/F2/F3.1: pain 719-607/1617-2069; F1/F2/F3.2: pa:n 966-921/1438-1461; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: single talker produced words in both dialects; F's not reported, but the change in F2 within each vowel was: F2 movement was (410+494)/2 for the northern midland pain, and (45+45)/2 for the southern pa:n; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",719,1617,966,1438,689,698.5,342.5,356,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:50;proportion.same.change:0.285714285714286;max.trial.duration:20000;nb.tokens.trial:1;visual.stim:checkerboard;size.in:55;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:3;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:14;CF.testDetails:10 ""same"" which contained repetitions of the habituation token mixed in with another token of the same type; and 4 oddballs/switch trials which contained the habituation token interspersed with a token of the untrained type; the first 2 trials were always 1 same 1 oddball with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",31,"Phonemic discrimination","eye-tracking: habituation",345.267,12
"Phan2008","Phan, J., & Houston, D. M. (2008). Infant Dialect Discrimination. Research on spoken language processing Progress Report No. 29.","Phan & Houston (2008)","ac","exp3",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","English","standard",NA,NA,20,NA,330.057,NA,NA,NA,-0.06,2.8,3.41,-0.15,NA,-0.01884903983,NA,NA,60.2316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"native","pÊn-pa:n_","pVn-pa:n_","AEnglish",1,1,0,0,0,0,0,"comments_F: F's to the right are averages over 2 tokens and represent values at one third and two thirds of the vowel; F1/F2/F3.1: pa:n 966-921/1438-1461; F1/F2/F3.2: p[inverted v]n 1011-989/1685-1797; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: single talker produced words in both dialects; F's not reported, but the change in F2 within each vowel was: F2 movement was (410+494)/2 for the northern midland pain, and (45+45)/2 for the southern pa:n; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",966,1438,1011,1685,689,661,356,223,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:50;proportion.same.change:0.285714285714286;max.trial.duration:20000;nb.tokens.trial:1;visual.stim:checkerboard;size.in:55;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:3;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:14;CF.testDetails:10 ""same"" which contained repetitions of the habituation token mixed in with another token of the same type; and 4 oddballs/switch trials which contained the habituation token interspersed with a token of the untrained type; the first 2 trials were always 1 same 1 oddball with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";",32,"Phonemic discrimination","eye-tracking: habituation",330.057,20
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","ac","exp1",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,15,NA,131,NA,NA,NA,0.858,2.771,3.031,1.056,NA,0.2874780655,0.2844870447,0.4136643196,27.378,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,"fussiness, exp err","native","mana-ma:na","mana-ma:na","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 215.046; max.f0: NA; range.f0: NA; pitch.contour: bell; other: there were 18 tokens of ma:na, which were then artificially shortened to make the mana tokens by removing on average 106 ms of vowel; NOTICE that duration is for the 'ma' syllable, not just the vowel; pitch averages across the averages given for both syll; voice: female; IDS: yes; naturalness: natural_processed; ISI: 1103.954; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",NA,NA,NA,NA,343.006,449.086,133.12,239.2,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.296","no",";CI of the difference reported; all same stats provided for pre vs posttest",33,"Phonemic discrimination","eye-tracking: habituation",131,15
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","ac","exp1",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,17,NA,131,NA,NA,NA,-0.346,3.102,3.38,0.53,NA,-0.1041396185,0.2014986166,0.6575968788,27.378,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,"fussiness, exp err","native","ma:na-mana","ma:na-mana","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 215.046; max.f0: NA; range.f0: NA; pitch.contour: bell; other: there were 18 tokens of ma:na, which were then artificially shortened to make the mana tokens by removing on average 106 ms of vowel; NOTICE that duration is for the 'ma' syllable, not just the vowel; pitch averages across the averages given for both syll; voice: female; IDS: yes; naturalness: natural_processed; ISI: 1103.954; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",NA,NA,NA,NA,449.086,343.006,239.2,133.12,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.107","no",";CI of the difference reported; all same stats provided for pre vs posttest",34,"Phonemic discrimination","eye-tracking: habituation",131,17
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","ac","exp2",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,17,NA,309,NA,NA,NA,2.197,3.002,4.247,1.857,NA,0.5832937294,0.3355683054,0.127906149,30.42,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,"fussiness, exp err","native","mana-ma:na","mana-ma:na","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 215.046; max.f0: NA; range.f0: NA; pitch.contour: bell; other: there were 18 tokens of ma:na, which were then artificially shortened to make the mana tokens by removing on average 106 ms of vowel; NOTICE that duration is for the 'ma' syllable, not just the vowel; pitch averages across the averages given for both syll; voice: female; IDS: yes; naturalness: natural_processed; ISI: 1103.954; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",NA,NA,NA,NA,343.006,449.086,133.12,239.2,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.598","no",";CI of the difference reported; all same stats provided for pre vs posttest",35,"Phonemic discrimination","eye-tracking: habituation",309,17
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","ac","exp2",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,16,NA,309,NA,NA,NA,1.749,2.99,3.019,1.794,NA,0.5674447358,0.3397346663,0.1571412338,30.42,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,"fussiness, exp err","native","ma:na-mana","ma:na-mana","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 215.046; max.f0: NA; range.f0: NA; pitch.contour: bell; other: there were 18 tokens of ma:na, which were then artificially shortened to make the mana tokens by removing on average 106 ms of vowel; NOTICE that duration is for the 'ma' syllable, not just the vowel; pitch averages across the averages given for both syll; voice: female; IDS: yes; naturalness: natural_processed; ISI: 1103.954; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",NA,NA,NA,NA,449.086,343.006,239.2,133.12,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.583","no",";CI of the difference reported; all same stats provided for pre vs posttest",36,"Phonemic discrimination","eye-tracking: habituation",309,16
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","ac","exp3",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,17,NA,244,NA,NA,NA,0.234,3.588,2.796,0.454,NA,0.0710320422,0.1516681528,0.8057339447,30.42,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,"fussiness, exp err","native","mana-ma:na","mana-ma:na","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 215.046; max.f0: NA; range.f0: NA; pitch.contour: bell; other: there were 18 tokens of ma:na, which were then artificially shortened to make the mana tokens by removing on average 106 ms of vowel; NOTICE that duration is for the 'ma' syllable, not just the vowel; pitch averages across the averages given for both syll; voice: female; IDS: yes; naturalness: natural_processed; ISI: 1103.954; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",NA,NA,NA,NA,343.006,449.086,133.12,239.2,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.07","no",";CI of the difference reported; all same stats provided for pre vs posttest",37,"Phonemic discrimination","eye-tracking: habituation",244,17
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","ac","exp3",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,16,NA,244,NA,NA,NA,0.773,1.873,2.941,1.03,NA,0.3056197497,0.3036979118,0.2854914849,30.42,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,"fussiness, exp err","native","ma:na-mana","ma:na-mana","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 215.046; max.f0: NA; range.f0: NA; pitch.contour: bell; other: there were 18 tokens of ma:na, which were then artificially shortened to make the mana tokens by removing on average 106 ms of vowel; NOTICE that duration is for the 'ma' syllable, not just the vowel; pitch averages across the averages given for both syll; voice: female; IDS: yes; naturalness: natural_processed; ISI: 1103.954; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",NA,NA,NA,NA,449.086,343.006,239.2,133.12,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.314","no",";CI of the difference reported; all same stats provided for pre vs posttest",38,"Phonemic discrimination","eye-tracking: habituation",244,16
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","ac","exp4",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,17,NA,246,NA,NA,NA,0.801,2.172,2.369,0.864,NA,0.3441285288,0.4120231666,-0.4133801523,30.42,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0,"fussiness, exp err","native","mana-ma:na","mana-ma:na","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 222.93175; max.f0: NA; range.f0: NA; pitch.contour: bell; other: there were the same  18 tokens of ma:na plus 20 new mana tokens; NOTICE that duration is for the 'ma' syllable, not just the vowel and pitch averages across the values given for each syllable; voice: female; IDS: yes; naturalness: natural; ISI: 1124.524; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",NA,NA,NA,NA,301.866,449.086,133.7,239.2,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.353","no",";CI of the difference reported; all same stats provided for pre vs posttest",39,"Phonemic discrimination","eye-tracking: habituation",246,17
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","ac","exp4",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,16,NA,246,NA,NA,NA,0.707,1.7368,2.761,1.091,NA,0.2988015777,0.2767526885,0.4095841911,30.42,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0,"fussiness, exp err","native","ma:na-mana","ma:na-mana","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 222.93175; max.f0: NA; range.f0: NA; pitch.contour: bell; other: there were the same  18 tokens of ma:na plus 20 new mana tokens; NOTICE that duration is for the 'ma' syllable, not just the vowel and pitch averages across the values given for each syllable; voice: female; IDS: yes; naturalness: natural; ISI: 1124.524; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",NA,NA,NA,NA,449.086,301.866,239.2,133.7,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.307","no",";CI of the difference reported; all same stats provided for pre vs posttest",40,"Phonemic discrimination","eye-tracking: habituation",246,16
"Sato2010","Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119. ","Sato, Sogabe, & Mazuka (2010)","ac","exp5",NA,"eye-tracking","habituation","central fixation","lookingTime",0,"no","Japanese","standard",NA,NA,24,NA,140,NA,NA,NA,0.959,2.97,2.574,2.255,NA,0.3394233529,0.1587820152,0.7262613131,27.378,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0,"fussiness, exp err","native","mana-mina_","mana-mina_","not_looked_up",1,0,2,0,0,0,0,"comments_F: NA; F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: 277.7315; max.f0: NA; range.f0: NA; pitch.contour: bell; other: an additional 10 mina tokens were recorded and judging from the averages it looks like mana was also re-recorded; NOTICE that duration is for the 'ma' syllable, not just the vowel and pitch is averaged across the values given for each syllable; voice: female; IDS: yes; naturalness: natural_processed; ISI: 1195.3035; SOA: 1500; ambient.noise: NA; snr: 60; differ.in: ",631,1267,297,2320,310.213,299.18,117.783,108.83,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:35;proportion.same.change:0.5;max.trial.duration:15000;nb.tokens.trial:10;visual.stim:red & black checkerboard;size.in:19;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:first;CF.window.size:4;CF.min.hab:NA;CF.max.hab:29;CF.contrast:same-switch;CF.ntest:2;CF.testDetails:1 same 1 oddball, with order counterbalanced across kids;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: 0.346","no",";CI of the difference reported; all same stats provided for pre vs posttest",41,"Phonemic discrimination","eye-tracking: habituation",140,24
